Date,Market Cap,Volume,Open,Close
4/10/2024,27156510471.00,2242919940.00,0.18893,0.19961
4/9/2024,29150303284.00,2217812857.00,0.20273,0.18893
4/8/2024,28761141789.00,2902907028.00,0.19950,0.20273
4/7/2024,26638177757.00,1804236015.00,0.18569,0.19950
4/6/2024,25604472167.00,2084074861.00,0.17803,0.18569
4/5/2024,25799956011.00,2291686342.00,0.17985,0.17803
4/4/2024,25331410816.00,3340190618.00,0.17561,0.17985
4/3/2024,26254341951.00,4076337028.00,0.18254,0.17561
4/2/2024,29584011958.00,3688058691.00,0.20577,0.18254
4/1/2024,31675035772.00,2568929162.00,0.22026,0.20577
3/31/2024,28740799675.00,2549498555.00,0.19989,0.22026
3/30/2024,30588274769.00,3687531924.00,0.21312,0.19989
3/29/2024,31587354787.00,6928691555.00,0.21990,0.21312
3/28/2024,27085863029.00,4414069746.00,0.18966,0.21990
3/27/2024,26140142029.00,3062788087.00,0.18253,0.18966
3/26/2024,25103507029.00,2788813811.00,0.17506,0.18253
3/25/2024,25383810888.00,3003671910.00,0.17665,0.17506
3/24/2024,23332803299.00,3048334938.00,0.16245,0.17665
3/23/2024,21806568745.00,2940854622.00,0.15209,0.16245
3/22/2024,22322094517.00,2888388498.00,0.15560,0.15209
3/21/2024,21719867955.00,3623595031.00,0.15130,0.15560
3/20/2024,18533919412.00,3253633732.00,0.12847,0.15130
3/19/2024,20700241369.00,1799628328.00,0.14406,0.12847
3/18/2024,22108291210.00,2455539508.00,0.15413,0.14406
3/17/2024,20328278597.00,2570192641.00,0.14204,0.15413
3/16/2024,23428259197.00,3809028608.00,0.16328,0.14204
3/15/2024,25429313287.00,6448988394.00,0.17737,0.16328
3/14/2024,24271547251.00,2092476877.00,0.16908,0.17737
3/13/2024,24080755891.00,2744060651.00,0.16818,0.16908
3/12/2024,26140270915.00,3128578562.00,0.18234,0.16818
3/11/2024,24278730868.00,2405927518.00,0.16947,0.18234
3/10/2024,25740635018.00,3658085926.00,0.17961,0.16947
3/9/2024,23631755675.00,4174394565.00,0.16491,0.17961
3/8/2024,22634611463.00,3296344553.00,0.15783,0.16491
3/7/2024,22675521880.00,4794975602.00,0.15827,0.15783
3/6/2024,22389215277.00,9793187322.00,0.15578,0.15827
3/5/2024,26072019420.00,7038725857.00,0.18249,0.15578
3/4/2024,22086261569.00,4479751990.00,0.15391,0.18249
3/3/2024,20504791157.00,3783771552.00,0.14276,0.15391
3/2/2024,19987163994.00,4155764792.00,0.13903,0.14276
3/1/2024,17008926465.00,5142047253.00,0.11803,0.13903
2/29/2024,16677213845.00,4257724504.00,0.11663,0.11803
2/28/2024,14074457485.00,2035942749.00,0.09823,0.11663
2/27/2024,12822154982.00,595087807.00,0.08935,0.09823
2/26/2024,12334039802.00,336329263.00,0.08611,0.08935
2/25/2024,12332351711.00,372036328.00,0.08610,0.08611
2/24/2024,12100237911.00,439634583.00,0.08446,0.08610
2/23/2024,12045396824.00,382476433.00,0.08417,0.08446
2/22/2024,12145027792.00,477550858.00,0.08464,0.08417
2/21/2024,12348534452.00,853358946.00,0.08614,0.08464
2/20/2024,12822549256.00,729099460.00,0.08937,0.08614
2/19/2024,12193934397.00,330198112.00,0.08519,0.08937
2/18/2024,11981379956.00,373674502.00,0.08360,0.08519
2/17/2024,12304555091.00,465079190.00,0.08598,0.08360
2/16/2024,12229521759.00,719041017.00,0.08540,0.08598
2/15/2024,12236340412.00,717106675.00,0.08548,0.08540
2/14/2024,11608285606.00,463968749.00,0.08115,0.08548
2/13/2024,11773287790.00,439575906.00,0.08237,0.08115
2/12/2024,11595723394.00,356995020.00,0.08109,0.08237
2/11/2024,11640654716.00,251068227.00,0.08137,0.08109
2/10/2024,11663312194.00,374356001.00,0.08155,0.08137
2/9/2024,11432770180.00,283924152.00,0.07986,0.08155
2/8/2024,11457252205.00,235855845.00,0.08005,0.07986
2/7/2024,11213972403.00,226819228.00,0.07845,0.08005
2/6/2024,11175715831.00,280814900.00,0.07818,0.07845
2/5/2024,11178090891.00,208726993.00,0.07824,0.07818
2/4/2024,11251256876.00,160243250.00,0.07871,0.07824
2/3/2024,11328875322.00,255652473.00,0.07927,0.07871
2/2/2024,11333326677.00,298041666.00,0.07928,0.07927
2/1/2024,11239687997.00,348716864.00,0.07869,0.07928
1/31/2024,11365056227.00,377712267.00,0.07976,0.07869
1/30/2024,11658445546.00,614387134.00,0.08160,0.07976
1/29/2024,11251744911.00,292990416.00,0.07881,0.08160
1/28/2024,11447779917.00,250862228.00,0.08009,0.07881
1/27/2024,11391274237.00,320642198.00,0.07973,0.08009
1/26/2024,11133635616.00,337325714.00,0.07794,0.07973
1/25/2024,11296187702.00,402243504.00,0.07910,0.07794
1/24/2024,11153900106.00,621432115.00,0.07821,0.07910
1/23/2024,11454075361.00,743467578.00,0.08018,0.07821
1/22/2024,12186218088.00,1059504068.00,0.08532,0.08018
1/21/2024,12583234227.00,765987028.00,0.08768,0.08532
1/20/2024,11207556195.00,412655565.00,0.07852,0.08768
1/19/2024,11131608118.00,361561463.00,0.07796,0.07852
1/18/2024,11476579210.00,310331132.00,0.08044,0.07796
1/17/2024,11597417524.00,387621923.00,0.08126,0.08044
1/16/2024,11605324705.00,314027161.00,0.08122,0.08126
1/15/2024,11442013138.00,513071839.00,0.07997,0.08122
1/14/2024,11549274249.00,310563997.00,0.08100,0.07997
1/13/2024,11406626224.00,663058206.00,0.08013,0.08100
1/12/2024,12077940291.00,862641946.00,0.08460,0.08013
1/11/2024,11850539580.00,766292696.00,0.08305,0.08460
1/10/2024,11291468784.00,1082498426.00,0.07927,0.08305
1/9/2024,11596700759.00,662001145.00,0.08130,0.07927
1/8/2024,11113548201.00,478786266.00,0.07824,0.08130
1/7/2024,11465449514.00,475622034.00,0.08057,0.07824
1/6/2024,11781867084.00,608674548.00,0.08267,0.08057
1/5/2024,11982276018.00,567949045.00,0.08409,0.08267
1/4/2024,11665253330.00,1080512235.00,0.08194,0.08409
1/3/2024,12973892183.00,543573063.00,0.09124,0.08194
1/2/2024,13100780648.00,383568915.00,0.09206,0.09124
1/1/2024,12730648656.00,324211104.00,0.08931,0.09206
12/31/2023,12832894399.00,313348879.00,0.09013,0.08931
12/30/2023,12948168851.00,502859084.00,0.09099,0.09013
12/29/2023,13114433388.00,592768131.00,0.09181,0.09099
12/28/2023,13318398244.00,524538028.00,0.09354,0.09181
12/27/2023,12993251078.00,696107338.00,0.09124,0.09354
12/26/2023,13474092140.00,543165619.00,0.09455,0.09124
12/25/2023,13078780485.00,712971136.00,0.09179,0.09455
12/24/2023,13331094270.00,459270546.00,0.09361,0.09179
12/23/2023,13562808746.00,809878573.00,0.09529,0.09361
12/22/2023,13517819358.00,1046104113.00,0.09479,0.09529
12/21/2023,13006403175.00,764283070.00,0.09137,0.09479
12/20/2023,12828114090.00,611988975.00,0.09011,0.09137
12/19/2023,13086190406.00,864452374.00,0.09200,0.09011
12/18/2023,13223940200.00,634804098.00,0.09296,0.09200
12/17/2023,13745566780.00,658594189.00,0.09697,0.09296
12/16/2023,13227873348.00,833936565.00,0.09296,0.09697
12/15/2023,13954368558.00,970431038.00,0.09832,0.09296
12/14/2023,13703351969.00,1061514434.00,0.09641,0.09832
12/13/2023,13350289555.00,1227410050.00,0.09375,0.09641
12/12/2023,13385785858.00,2526464898.00,0.09413,0.09375
12/11/2023,14473617639.00,919824660.00,0.10180,0.09413
12/10/2023,14004178350.00,1533197313.00,0.09859,0.10180
12/9/2023,14385640174.00,1380698016.00,0.10155,0.09859
